x,y,time,label
0.0,0.0,1770697618.2625606,bot
5.05050505050505,5.05050505050505,1770697618.2725694,bot
10.1010101010101,10.1010101010101,1770697618.2825727,bot
15.15151515151515,15.15151515151515,1770697618.2925744,bot
20.2020202020202,20.2020202020202,1770697618.3025758,bot
25.252525252525253,25.252525252525253,1770697618.3125777,bot
30.3030303030303,30.3030303030303,1770697618.322587,bot
35.35353535353535,35.35353535353535,1770697618.3325884,bot
40.4040404040404,40.4040404040404,1770697618.3425896,bot
45.45454545454545,45.45454545454545,1770697618.3525908,bot
50.505050505050505,50.505050505050505,1770697618.3625922,bot
55.55555555555555,55.55555555555555,1770697618.3725934,bot
60.6060606060606,60.6060606060606,1770697618.3825946,bot
65.65656565656565,65.65656565656565,1770697618.392596,bot
70.7070707070707,70.7070707070707,1770697618.402597,bot
75.75757575757575,75.75757575757575,1770697618.4125981,bot
80.8080808080808,80.8080808080808,1770697618.4225993,bot
85.85858585858585,85.85858585858585,1770697618.4326046,bot
90.9090909090909,90.9090909090909,1770697618.4426062,bot
95.95959595959596,95.95959595959596,1770697618.4526072,bot
101.01010101010101,101.01010101010101,1770697618.462608,bot
106.06060606060605,106.06060606060605,1770697618.4726093,bot
111.1111111111111,111.1111111111111,1770697618.4826102,bot
116.16161616161615,116.16161616161615,1770697618.4926114,bot
121.2121212121212,121.2121212121212,1770697618.5026128,bot
126.26262626262626,126.26262626262626,1770697618.5126185,bot
131.3131313131313,131.3131313131313,1770697618.52262,bot
136.36363636363635,136.36363636363635,1770697618.5326211,bot
141.4141414141414,141.4141414141414,1770697618.542622,bot
146.46464646464645,146.46464646464645,1770697618.5526233,bot
151.5151515151515,151.5151515151515,1770697618.5626242,bot
156.56565656565655,156.56565656565655,1770697618.5726252,bot
161.6161616161616,161.6161616161616,1770697618.5826259,bot
166.66666666666666,166.66666666666666,1770697618.5926275,bot
171.7171717171717,171.7171717171717,1770697618.6026287,bot
176.76767676767676,176.76767676767676,1770697618.61263,bot
181.8181818181818,181.8181818181818,1770697618.6226306,bot
186.86868686868686,186.86868686868686,1770697618.6326315,bot
191.91919191919192,191.91919191919192,1770697618.6426327,bot
196.96969696969697,196.96969696969697,1770697618.6526337,bot
202.02020202020202,202.02020202020202,1770697618.6626346,bot
207.07070707070704,207.07070707070704,1770697618.672636,bot
212.1212121212121,212.1212121212121,1770697618.6826372,bot
217.17171717171715,217.17171717171715,1770697618.6926382,bot
222.2222222222222,222.2222222222222,1770697618.702639,bot
227.27272727272725,227.27272727272725,1770697618.7126398,bot
232.3232323232323,232.3232323232323,1770697618.722642,bot
237.37373737373736,237.37373737373736,1770697618.7326427,bot
242.4242424242424,242.4242424242424,1770697618.7426462,bot
247.47474747474746,247.47474747474746,1770697618.7526476,bot
252.5252525252525,252.5252525252525,1770697618.7626514,bot
257.57575757575756,257.57575757575756,1770697618.7726524,bot
262.6262626262626,262.6262626262626,1770697618.782653,bot
267.67676767676767,267.67676767676767,1770697618.7926548,bot
272.7272727272727,272.7272727272727,1770697618.8026557,bot
277.77777777777777,277.77777777777777,1770697618.8126564,bot
282.8282828282828,282.8282828282828,1770697618.822657,bot
287.8787878787879,287.8787878787879,1770697618.8326583,bot
292.9292929292929,292.9292929292929,1770697618.842659,bot
297.979797979798,297.979797979798,1770697618.85266,bot
303.030303030303,303.030303030303,1770697618.862661,bot
308.0808080808081,308.0808080808081,1770697618.8726616,bot
313.1313131313131,313.1313131313131,1770697618.8826623,bot
318.1818181818182,318.1818181818182,1770697618.8926635,bot
323.2323232323232,323.2323232323232,1770697618.9026642,bot
328.28282828282823,328.28282828282823,1770697618.9126666,bot
333.3333333333333,333.3333333333333,1770697618.9226675,bot
338.38383838383834,338.38383838383834,1770697618.9326684,bot
343.4343434343434,343.4343434343434,1770697618.9426692,bot
348.48484848484844,348.48484848484844,1770697618.9526699,bot
353.5353535353535,353.5353535353535,1770697618.9626706,bot
358.58585858585855,358.58585858585855,1770697618.9726715,bot
363.6363636363636,363.6363636363636,1770697618.9826722,bot
368.68686868686865,368.68686868686865,1770697618.992673,bot
373.73737373737373,373.73737373737373,1770697619.0026736,bot
378.78787878787875,378.78787878787875,1770697619.0126743,bot
383.83838383838383,383.83838383838383,1770697619.0226753,bot
388.88888888888886,388.88888888888886,1770697619.0326793,bot
393.93939393939394,393.93939393939394,1770697619.0426803,bot
398.98989898989896,398.98989898989896,1770697619.052681,bot
404.04040404040404,404.04040404040404,1770697619.062682,bot
409.09090909090907,409.09090909090907,1770697619.0726857,bot
414.1414141414141,414.1414141414141,1770697619.0826867,bot
419.19191919191917,419.19191919191917,1770697619.0926876,bot
424.2424242424242,424.2424242424242,1770697619.1026883,bot
429.2929292929293,429.2929292929293,1770697619.1126893,bot
434.3434343434343,434.3434343434343,1770697619.1226902,bot
439.3939393939394,439.3939393939394,1770697619.132691,bot
444.4444444444444,444.4444444444444,1770697619.1426952,bot
449.4949494949495,449.4949494949495,1770697619.1526964,bot
454.5454545454545,454.5454545454545,1770697619.162697,bot
459.5959595959596,459.5959595959596,1770697619.172701,bot
464.6464646464646,464.6464646464646,1770697619.1827018,bot
469.6969696969697,469.6969696969697,1770697619.1927042,bot
474.7474747474747,474.7474747474747,1770697619.202705,bot
479.7979797979798,479.7979797979798,1770697619.2127059,bot
484.8484848484848,484.8484848484848,1770697619.2227068,bot
489.89898989898984,489.89898989898984,1770697619.2327077,bot
494.9494949494949,494.9494949494949,1770697619.2427084,bot
500.0,500.0,1770697619.2527092,bot
